sentiment,sentiment_label,Cleaned_Tweet
neutral,1,kelihatan asbun sby gak pernah dukung jkw tong demokrat masuk oposisiwaduhh kok tmbh kelihatan ngawur gini gembel warnet yg satu ini hhaaa
positive,2,bodo fake haram
neutral,1,pemerintahan gus ipul dan puti ke depan akan memperkuat program nawacita presiden jokowi di jawa timur
neutral,1,5 berdasarkan pengalamanmu rekomendasi organisasi apa yg harus diikuti mahasiswa
negative,0,allan nairn  ini yang akan terjadi kalau prabowo jadi presiden
neutral,1,menyerang islam mestilah dilakukan oleh orang islam ini berlaku sekian lama orang islam yang menyerang islam akan dipelihara oleh kafir sepertimana salman rushdie lelaki islam yang disimpan di uk sehingga diangkat dengan tinggi oleh negara bukan islam
neutral,1,bajingan inter itu tim top dan hebat lazio itu yg sampah
negative,0,wendy kunyuk bukan wandy emang saya lalaki apa tat
neutral,1,najib tokoh islam islam pa munafik korup dan zalim tu nislam palsu umno ada lh
negative,0,mau bangke burik apa blangsak brengsek
neutral,1,semoga besok jadi 100rbkg agar bani cebong merasakan pahit nya dan segera sadar
negative,0,dpr itu kaum botol alias bodoh bin tolol otak isinya cuma gimana caranya bisa dapet duit bancakan
negative,0,seng gak seneng islam nusantara pki
neutral,1,alangkah rugi dan nista di ke abadian jika manusia yg tercipta dr saripati tanah tapi kembalinya di nerakankri butuh koboi holistik iman
negative,0,saya ingat dia timbalan presiden pan salahuddin ayub tidak akan ke mana kalau buat begitu
negative,0,tadi beli dapet b semua nnudah firasat hoki taunya rank turun kampret
neutral,1,kopi robusta pagaralam ditanam oleh belanda pada 1930an
negative,0,sori bukan munafiknngimanapun suka nya gue atau sesering apapun gue having sex bukan berarti gue suka ngeliat akun akun anonim pake ava kntl seliweran di temlen atau notif guennjadi sori banget kalo akun lo mesti gue blokir
neutral,1,klik
negative,0,priski bolot banget
negative,0,rt  semoga setya novanto mati jadi bangkai di trotoar mayatnya dimakan semut merah
neutral,1,rt  jokowi milih yang cerdas kali bukan anak buatan
neutral,1,itulah sebabnya scra ekonomi rencana tsbt dinilai berbahaya pasalnya dana murah tadi bersifat dana jangka pendek
neutral,1,kebijakan pemerintah yang memikirkan umat islam menjadi indikator kembali terpilihnya presiden jokowi sebagai salah satu muslim berperngaruh di dunia lantaran diterima di kalangan muslim dengan baik
positive,2,presiden jokowi sudah merampungkan 30 proyek strategis nasional psn periode 20162017 senilai rp 948 triliun  kita dukung pak jokowi 2 periode yang sdh terbukti serta melanjutkan pembangunan berkesinambungan
neutral,1,anda lapar sesaat hidup mewah di suriah mereka hidup sengsara sama2 karena islam  muhammad bejad dipercaya nabi
neutral,1,allah swt tuhan gadungan memang harus dibuang ke jamban     ngejorokin trs
neutral,1,karena sekarang banci juga merokok
negative,0,begal arab buta huruf malah dinabikan  begal sadis kelompok lampung yg rampok dan bunuh karyawati dibekuk
neutral,1,prabowo pengecut menuduh elit goblok dan maling secara serampangan  klo jantan dia hrs menyebut nama orangnya klo tdk berani berarti banci  kemungkinan yg dia maksud semua ketum partai lawan politiknyahahaha salam 2 periode
negative,0,pdhl kebaya buat melestarikan budaya dan salah satu cara biar ga corat coret
neutral,1,sy sendiri berpendapat tak semua manusia sempurna ada yg dilahirkan cacat ada yg terencat dan seperti keadaan lgbt mereka ada masalah secara batin alhamdulillah kerana kita ada agama  kita tau kenapa kita tak boleh nak
negative,0,mana datanyabanyak bacot sj
neutral,1,duluuu bgt ada tp krn memutuskan terjun sbg kontra rezim fotofoto lama udh diapusin jd hanya tinggal memori gumpalan pixel  abang telat sih knp gak follow dari dulu
negative,0,rt  iya dizaman jokowi indo tambah mundur
neutral,1,ass tahun 2024 pasti presiden baru
negative,0,kalau ngepal kntl itu lo enak
negative,0,baru tau ada akun promote gigolopas diliat yang minat booking lakilah dijadiin gayfix yang punya akun bencongnajis ngentot
negative,0,gak jelas lo kampang
negative,0,gua ga bisa ewe anjir
neutral,1,ini islam tapi pikiran fasis sekaligus komunis yang benar hanya satu menurut dia kita bukan hewan kita manusia yang punya hak berpikir perbedaan adalah rahmah
neutral,1,kalo itu ga ada perdebatan hindu nusantara yang benar
neutral,1,denger2 di morowali sono lgi buka loker sbnyk kl 8000 pkrja tpi isu yg beredar mngtkan bhwa pkrja yg bkal dterima cuma 2000an inikah penyebabnya nkndari adlah
neutral,1,begokkkkkk dasar otak onta pikiran mesummm rakyat yg sdh kecekik ekonomi makin dicekik dg pajak semakin tinggi tp pemda dki dan dprd foya2 dgn duit pajak
neutral,1,hehee masi aktif kok sudah berpolitik sby aja mundur dulu mundur aja pak jenderal gatot
negative,0,awas ada yang menggeranyangi silit mu nder
negative,0,sepertinya dia dari nu cabang kristen
negative,0,lebaranpresidenbaru 1 punya massa 2 punya wibawa 3 punya strategi sidang istimewa lengserkan jokowi sebelum lebaran
negative,0,itu artinya aku yahudi
neutral,1,lagi ceritacerita gitunnxf0x9fx91xa6 iya kalo di kristen kan ada rabu abu kamis putih jumat agungnxf0x9fx91xa9 sabtunxf0x9fx91xa6 jalan yuknnauk amattttttxf0x9fx98x82xf0x9fx98x82xf0x9fx98x82
neutral,1,keterangan para ulama menulis bahawa syarat untuk memperbaharui wuduk ialah wuduk lama itu telah digunakan untuk manamana ibadat bazl ulmajhud
negative,0,yelah tapi katolik church punya la haha
negative,0,maklum namanya uga bani pinggiran koreng
neutral,1,seharusnya ulama itu bersifat spt gus musandaikan ulama sekarang ini sifatnys spt gusmusnegara dan rakyat ini akan tenangtausyiah dan kata2nya sangat beradab dan mendinginkan suasana tidak mengadu domba sesama muslim dgn prin
neutral,1,iya tp apakah islam mengusik tp namanya juga cebong gak rese gak asikxf0x9fxa4xaaxf0x9fxa4xaaxf0x9fxa4xaa
negative,0,zon zon cocot kok miring terus
negative,0,yampun ini rp asing bgt napada
neutral,1,siapa yg menawari b prabowo coba sebut klo tidak subut mungkin cuma hoax aja x
neutral,1,banci anjr wkwkwk
negative,0,pak  berfoto ramah bareng para haters   ððð
negative,0,jokowi apresiasi bandara kertajati cepat selesai
neutral,1,1 penetrasi gubernur jawa tengah jateng nonaktif ganjar pranowo ke kementerian pertanian kementan membuahkan hasil
negative,0,giring ganesha pengagum diktator jokowi
neutral,1,kalau merasa kitab kalian di nista laporkan apa hubungannya dengan demo waspadai cebong kafir yg ngakungaku islam
negative,0,kacau ini era kacau lagi yg sdh pd tau tapi diam krna sdh kontrak jadi jongos asing aseng
negative,0,xe2x9cx85 heh mata kau lah ko kira aku ini apa ku colokkan mata kau mampus kau
negative,0,karyawan depot kec bilah hilir deklarasi anti hoax amp pilkada 2018 damai
negative,0,info terupdate beritaberita ekonomi bisnis keuangan dan perbankan
negative,0,rp haneul bejat suka memekin muka brondongyang on retweet
neutral,1,kafir pada pandangan ulamak biasanya dikaitkan dgn kafir yg allah gelarkan pada syaitan yg membawa maksud ingkar perintah allah bukan bermakna keluar dari islam
negative,0,kantor lbh dikepung massa takut dikuak pokoknya ganyang pki
neutral,1,gak boleh jangan sampai makan coklat dulu anjing saya malah mencret gitu untung gapapa
neutral,1,pesan yg sy tangkap dari cebong liberal anti islam adalah njangan gunakan islam dalam berpolitik  pisahkanlah agama dari politik nnitu strategi basi ala o
neutral,1,partai islam broyg benar benar tau dosanyabukan satu kasus ini tiga kasusternyata kaum munafikun lebih parah dr orang kafir
neutral,1,aku katakan anjing kpd ahmad dani bolehaku katakan babi kpd ahmad dhani boleh
negative,0,jangankan banjir tuhan aja dilawan sama ahok  tapi jakarta hari ini bukan banjir hanya genangan
negative,0,ayo kawan kita bersamannaik delman atau ontankita samasamaa npergi ke bulaaaannn
negative,0,banyak bacot lo ini bahasa sekitar
neutral,1,berbeda sedikit dibanding selama era jokowi pada era 197188 china dan as tak terlibat secara langsung penyingkiran islam pada era itu dominan dilakukan oleh rezim orbacsiselit tionghoa katolik radikal tanpa partisipasi komunitas tionghoa dan sempa
negative,0,suara orang mati koq masi dipakai buat legitimasi dasar rezim cebong dungu
positive,2,prabowo mau bantu rohingya ri harus disegani
negative,0,gubernur sosialisasikan asian games kepada masyarakat sekecamatan sako
neutral,1,bobotoh persib terlalu agung hanya untuk bermusuhan dengan suporter kampungan
negative,0,gianluigi buffon sudah tepat diusir wasit michael oliver kata presiden uefa
negative,0,gimana rasanya nyabu bang
neutral,1,specheslah dengan hasil pemilihan kepala daerah dki 2017 benarkah aniessandi menang karena sara
negative,0,katanya pemerintah lagi menjunjung tinggi seni dan budaya tradisional tapi faktanya belum terasa
negative,0,1 siang hari ini presiden  memimpin rapat terbatas di istana kepresidenan bogor dengan topik perkembagan persiapan asian games xviii tahun 2018
negative,0,rt   prabowo simulut busuk dia cuma sampah negara bisa nya cuma bikin gaduh
negative,0,rakyak dukung  usut tuntas kasus anies bwsdn  sandiaga uno jg anggota dprmprdprd  para penguasa elit politik yang telibat korupsi
negative,0,lengserkan tito dah g beres kapolri masak buat sprti itu semua yg berlawanan dgn ahok dan dek jokowi dikriminalisasi
positive,2,pastisebab itu cina
neutral,1,apa kau bbual sompret
neutral,1,gubraaaaak malu liatnya untung semalem debat ga kaya mata najwa coba kalo formatnya sama pasti ringsek dah pasangan asu
neutral,1,rt  aku percaya kok mereka tuh sebetulnya baik cuman karena hasutan manusia tapi mirip iblis aja jadi mereka memandang sayaxe2x80xa6
neutral,1,ancaman demi ancaman ku dapat dari pacarku saat dia menelfon ya aku memang sendiri di kota yg asing ini wajar jika aku takut dengan ancamannya ku fikirfikir kembali dan akhirnya aku memutuskan untuk kembali dengan pacarku dan melepaskan teman kant
positive,2,pertumbuhan ekonomi indonesia luartali 2018
negative,0,bom takjil itumah
negative,0,emang cem bangsat ya temen terkutuk macam tuh untung bulan puasa nehehe
negative,0,silakan simak   gubernur indonesia pak  bertemu presiden  shalat jumat bersama
negative,0,bacot lu member karma
negative,0,rt   aku inget dulu pernah pura pura sakit biar diperhatiin alias anjing bangsat jadi sakit beneran kan brengsek
negative,0,gini aja terus sampe titit kamu copot yangxf0x9fx99x82
negative,0,rt  pengen qmu kontolin sambil ngentot ma suami
neutral,1,eh sori bangetnih milton j bennet lu ngapain punya s3 kalo cuma mau bilang simpati sama empati sama sama penting goblok
negative,0,kalo kenalan trus gue bilang dr kalimantan orang pada ngira gue dayak atau cina xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82
negative,0,semua bukan cuma menteri anggota dpr yang ingkar saat rapat potong tunjangan dan gajinya
neutral,1,si cebong sudah kebanyakan makan tahi jokowi dia baru sadar kl nanti jokowi sudah mengumumkan indonesia dirubah menjadi indochina
neutral,1,namanya anak buah iblis nmuslim taat dimusuhi muslim bermaksiyat dipujipujinpembela negeri dia benci penjilat asing dia hormati
neutral,1,wkwk jahat mah edan
neutral,1,hai guys gakerasa ya 70 hari lagi penentuan masa depan majalengka 5 tahun kedepan  ð gkmau lg pajak mahal  ð gkmau lg susah cari kerjaan  ð gkmau lg berobat susah  ð gkmau lg biaya pendidikan mahal  ð gkmau lg jalan banyak rusak  ð gkmau lg e
negative,0,rt  sekumpulan teman penista agamantdk ada empati buat korban banjir hanya koar2 memuji junjunganya
neutral,1,presiden  bersama ulama  siapapun yg dipilih rakyat itulah kehendak allah swt negara indonesia akan semakin kokoh apabila ulama dan umara selalu beriringan serta menjaga silaturahmi
neutral,1,dalam sejarah politik indonesia dikenal pergerakan 3 angkatannn1  yang memperjuangkan kemerdekaannn2  dengan tuntutan tritura bubarkan pki turunkan harga2 rombak kabinet nn3  dengan tuntutan refo
negative,0,rt    heleh istana di kuasai cina hancur sudah rakyat indonesia
negative,0,begitulah mediayahudi antek dajjal penjilat klo ga menggoreng issu mereka kelaparansemangat trs bang jonruabaikan cebongyg sakit otak
neutral,1,rt  tinggalkan bicara tentang pki mari kita fokus ke 2019 ganti presiden jadikan  sebagai the next presiden
neutral,1,sejak awal janji campaignnya moon jaein memang memperbaiki hubungan dgn korut kok makanya dia pilih approach utk hold project thaad sejak masa kampanyennyg bikin runyam hubungan korselkorut tahun lalu ya karena congor trump aja
negative,0,sodakoh tapi ngarap imbalan wakakkakkak otak ganti presiden emang somplak
neutral,1,fakta keterlibatan laskar hitam terlihat di mauk dengan menyelenggarakan sunat paksa terhadap semua lelaki tionghoa di mauk selapajang dll
negative,0,yahudi lobby wali allegation out qadiani lobby wali in
negative,0,lompat wesss perasaan ga bawa taplak merah
negative,0,asma dewi tersangka hate speech ternyata loyalis prabowo amp aniessandi jejak digi
negative,0,rt   kalo settingan ga mungkin lah gue milih yoj itu sama aja kek nyemplung ke got bego
neutral,1,aktivis 65 itu mah yg bersama sama pak harto menumpas pki
neutral,1,ya allah bener bgt dunia ssk kejam gaes member ngga punya fanbase kuat atau sultan ya sudah hanya berharap pada push manajemen yg pasti pilih2
negative,0,heh kontol jan sok pemes lu di rp muka kek memek org tua lu kek monyet agama lu aje agama kontol 9
negative,0,babi tu makhluk allah
negative,0,rt  ni memek tyap hri snge mulu
negative,0,laptop gue udah dari 2 bulan lalu ga selesai selesai di service katanya cuma 2 minggu setan
neutral,1,pak  lihat beda pemahaman islam antara gus mus dan baasyir isi quran harus anda buat jelas
neutral,1,lah kamu umat apa umat iblisintinya adalah ada ribuan orang dirugikan oleh bajingan sialan kok ya masih ada yg belagitu aja
neutral,1,air tebu sebelum viral pun harga yahudi dah viral nanti harga nazi ke acaner
negative,0,tabrakan kapal dan pembohong besar bangsa indonesia itu kerja jokowor undercover
neutral,1,kita berbangga kita bersyukur karena pemerintah kita berhasil mengambil alih 51 divestasi saham pt fi yang tidak berbangga dan tidak bersyukur adalah mafia tambang dan antek orde baru yang pululan tahun berkomplot dengan asing menguras dan merampok k
negative,0,usss kok bloon banget sih merekaxf0x9fx98xad
negative,0,liat onta di namani tersinggung
negative,0,mata sipit mau marah mau senang mau melirik mau apa aja tetap segaris hahaha enak nya si mata sipit
negative,0,video diduga perang teroris budha yang kocar kacir melawan pertahanan pemuda muslim minoritas rohingya
negative,0,rezim utangpencitraan demi berkuasa k3mbalirezim kampretttt
negative,0,usir cina ganyang cina
negative,0,antek komunis biadab jongos cina
negative,0,sudah lupa cara menikmati makan enak yang penting kenyang sajahhhhh skrg  gembel xf0x9fx98xac
neutral,1,ibu pasti wanita wanita belum tentu jadi ibu  goblok  keahlian cebong hanya 1 tukang tipu  cebong mah gitu goblok nggak ketulungan plonga plongo mengakibatkan optimisme berlebihan
neutral,1,ribut harga mulu perasaan gw sih harga telur sama daging dr jaman psk beye sampai skrg segitu2 aja telor doang 24rbkg masa ga bisa beli ga bisa beli daging burger harga promo mulu tuh
negative,0,ga punya kntl mas
negative,0,keciduk juga ni kunyuknproses hukum ajakagak usah pake matre
neutral,1,yg menjadi masalah saat ini orang2 mempolitisasi isu2 islam nusantara bhkn ada yg smpai bilang sesat kafir dll ini yg jd persoalan ktka isu2 spti itu dipolitisasi utk kepentingan politik klo hanya dlm perbedaan pendapat ya sila
positive,2,rejim atau pemerintahan yang berasal dari pemilu luber jurdil njangankan aktivis semua warga negara wajib mendukung pemerintah negaranya
negative,0,padahal jokowi tugasnya cuman membagikan
neutral,1,cari makan dari eksploitasi agama adalah puncak kejahatan yg bisa dilakukan oleh manusia siapa yg bisa melakukan itu hanya menunggu kesempatan untuk melakukan kejahatan lain
neutral,1,tolong entot silit ku dong omnfaaiznardhinbambang priyonridwan hasian firdaus
negative,0,pastinya
neutral,1,ngewe trus krj qmsekali2 donk ma kita2hehe
negative,0,ikut melestarikn sbg salah satu geopark di dunia
neutral,1,rt  kehancuran prabowo dibuatnya sendiri dia merobek dirinya sendiri emosi mu menghancurkan dirimu
neutral,1,rt   mas  cebong di kolam istana masih pada idup udh sekarat atau pd mati  iq 200 sekolam cebong
positive,2,lalu mereka yg teriak2 jokowi pro asingaseng oh soeharto tidak soeharto memberikan konsesi ke freeport untuk eksploitasi tambang emastembaga di papua yg amat sangat menguntungkan freeport indonesia hanya kebagian saham 85 dan royalti 1
neutral,1,mbok kalo tau bego jangan ngebegoin orang lain gitu loh nanya dulu ke yang ahli
negative,0,sinyal  cacat ilang2an melulu ____ memang kau  jauh lebih baik daripada  hmm hahah
